sampleTimeStamp.seconds;sampleTimeStamp.microseconds;y;x;alt;vel_north;vel_east;vel_down;roll;pitch;heading;speed;arate_lon;arate_trans;arate_down;accel_x;accel_y;accel_down
1584854181;313701;57.709915139;11.927749743;40.689911179;1.664253;-2.675045;-0.07325058;-1.795942749;-4.3550496596;121.24207429;3.150493;-0.7424194;0.03021175;0.2744337;1.411343;-0.1571113;-0.0493656
1584854181;363680;57.709915889;11.927747407;40.695007641;1.699964;-2.724475;-0.07696601;-1.8054744289;-4.3527717581;121.24886632;3.21133;0.5447794;0.2810152;0.01595158;1.180088;-0.2545546;-0.07583278
1584854181;413687;57.709916652;11.92774503;40.700371225;1.722429;-2.774163;-0.08277865;-1.8188278346;-4.3536317407;121.25054246;3.265385;-0.7743098;-0.0365285;0.03750638;1.054787;-0.1182301;-0.002044864
1584854181;463805;57.709917425;11.927742616;40.705529184;1.742784;-2.815429;-0.0756623;-1.8838862805;-4.3479406128;121.2571581;3.311183;-1.789023;0.1460561;0.1940853;0.8274335;-0.01017161;0.1578834
1584854181;513713;57.709918209;11.927740172;40.710473766;1.773062;-2.845954;-0.07184141;-1.9591914845;-4.3417539895;121.26589777;3.353089;-0.9758636;0.0904513;0.1273845;0.7487143;-0.1605902;0.01258052
1584854181;563711;57.709919006;11.927737705;40.715256725;1.802395;-2.872972;-0.06850525;-2.0079296199;-4.3396183151;121.27313258;3.391548;-0.7777475;0.01535656;0.4231564;0.7334562;-0.05500736;0.1706714
1584854181;613716;57.709919813;11.927735211;40.719968331;1.81278;-2.909153;-0.07136433;-2.0585852725;-4.3452107737;121.27833142;3.427732;-1.565777;-0.3314215;0.1072996;0.7109815;0.1448823;0.02869213
1584854181;663689;57.709920626;11.927732689;40.724622195;1.829166;-2.942994;-0.06596162;-2.136068173;-4.3578759843;121.29235351;3.465121;-1.251728;-0.2237689;0.3005017;0.8089601;0.1821737;0.007120865
1584854181;713894;57.709921447;11.927730139;40.729238133;1.850601;-2.976514;-0.06540162;-2.196289256;-4.3732308248;121.3064061;3.504905;-0.5512099;-0.2184907;0.269598;0.7863786;-0.0534885;0.001957369
1584854181;763751;57.709922278;11.927727561;40.733914866;1.867795;-3.012727;-0.07224337;-2.2116697223;-4.3944705585;121.32092877;3.544739;-0.6370941;-0.6417333;0.1541362;0.7233651;0.05992493;0.01346279
1584854181;813799;57.709923117;11.927724954;40.738813574;1.885778;-3.048393;-0.07932852;-2.2187511674;-4.4261575002;121.33910664;3.584531;-0.5750408;-0.929323;0.2847347;0.7897624;-0.02049986;-0.005348826
1584854181;863703;57.709923964;11.927722317;40.74395896;1.909218;-3.080097;-0.07679337;-2.225675004;-4.4613644961;121.36182105;3.623826;0.4451869;-0.5535582;0.5740185;0.8682967;-0.1242826;0.01566961
1584854181;913710;57.70992482;11.927719654;40.749210167;1.927002;-3.109473;-0.0828284;-2.2273701186;-4.4880982953;121.38219414;3.658164;0.009343107;-0.4927799;0.4202254;0.6818959;-0.1808384;-0.1111669
1584854181;963835;57.709925686;11.927716969;40.75478136;1.949188;-3.133196;-0.09110598;-2.235144199;-4.5106169101;121.40497261;3.69002;0.02389834;-0.4217922;0.4591057;0.6608979;-0.1152639;-0.08735663
1584854182;13675;57.709926561;11.927714265;40.760934538;1.96986;-3.1543;-0.0954871;-2.2431874651;-4.5259472437;121.42831756;3.718865;0.01355208;-0.1523;0.4253003;0.5405838;-0.2555622;-0.1504914
1584854182;63711;57.709927446;11.92771154;40.767692402;1.98943;-3.169305;-0.0964119;-2.280789952;-4.5330357379;121.46093411;3.741969;-1.221563;-0.08813197;0.9398137;0.2684412;-0.1052782;0.05421444
1584854182;113706;57.709928337;11.927708808;40.774267594;2.003432;-3.174928;-0.0940783;-2.3503642851;-4.5161920743;121.50340212;3.754186;-1.434816;0.4059325;1.108975;0.3897039;-0.08772754;-0.02128425
1584854182;163698;57.709929238;11.927706067;40.780715411;2.027076;-3.190241;-0.08780083;-2.3955020201;-4.482311696;121.55446886;3.779772;-0.1626753;0.8366292;1.058706;0.3549908;-0.06422385;-0.001541151
1584854182;213756;57.709930147;11.927703313;40.787157358;2.041582;-3.21296;-0.0928999;-2.4119384639;-4.4493719576;121.60929339;3.806727;-0.2827896;0.4743709;1.188539;0.5797733;0.1107719;0.01152793
1584854182;263770;57.709931064;11.927700537;40.793662071;2.056597;-3.243785;-0.09331129;-2.4544060519;-4.4282736678;121.67950107;3.840798;-1.15298;0.166129;1.359957;0.6428897;-0.07199543;-0.02122852
